Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
3679,On Beauty,Zadie Smith,"Smith, Zadie",,"=""0143037749""","=""9780143037743""",0,3.78,Penguin Books,Paperback,445,2006,2005,,2021/01/30,,,read,,,,1,0
41021698,The Liar,Stephen Fry,"Fry, Stephen",,"=""1569478090""","=""9781569478097""",0,3.64,Soho Press,Kindle Edition,404,2018,1991,,2021/01/30,,,read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",0,3.99,Vintage Books,Paperback,296,2000,1987,,2021/01/30,,,read,,,,1,0
10567,Cell,Stephen  King,"King, Stephen",,"=""1416524517""","=""9781416524519""",0,3.65,Pocket Star Books,Mass Market Paperback,449,2006,2006,,2021/01/30,,,read,,,,1,0
10614,Misery,Stephen  King,"King, Stephen",,"=""0450417395""","=""9780450417399""",0,4.23,New English Library,Paperback,370,1992,1987,,2021/01/30,,,read,,,,1,0
10592,Carrie,Stephen  King,"King, Stephen",,"=""1416524304""","=""9781416524304""",0,3.99,Pocket,Mass Market Paperback,272,1999,1974,,2021/01/30,,,read,,,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.15,Vintage Books,Paperback,559,2004,1992,,2021/01/30,,,read,,,,1,0
569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""0345379330""","=""9780345379337""",0,3.96,Random House Worlds,Paperback,288,1993,1992,,2021/01/30,,,read,,,,1,0
6091075,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""0307497909""","=""9780307497901""",0,4.08,Del Rey,Kindle Edition,225,2008,1984,,2021/01/30,,,read,,,,1,0
8694,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",0,4.16,Random House Worlds,Paperback,224,1997,1982,,2021/01/30,,,read,,,,1,0
8695,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.20,Del Rey,Paperback,250,2005,1980,,2021/01/30,,,read,,,,1,0
386162,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.22,Del Rey,Paperback,193,2007,1979,,2021/01/30,,,read,,,,1,0
1768603,The White Tiger,Aravind Adiga,"Adiga, Aravind",,"=""1416562591""","=""9781416562597""",0,3.77,Free Press,Hardcover,288,2008,2008,,2021/01/30,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.90,Penguin Books,Paperback,107,2002,1937,,2021/01/30,,,read,,,,1,0
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,"=""1579126278""","=""9781579126278""",0,4.26,Black Dog & Leventhal Pub,Hardcover,288,2006,1926,,2021/01/30,,,read,,,,1,0
172732,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,"Guevara, Ernesto Che",Aleida Guevara March,"=""1876175702""","=""9781876175702""",0,3.80,Ocean Press,Paperback,175,2003,1992,,2021/01/30,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Mass Market Paperback,249,2011,1953,,2021/01/30,,,read,,,,1,0
5130,Island,Aldous Huxley,"Huxley, Aldous",,"=""0060085495""","=""9780060085490""",0,3.85,Harper Perennial Classics,Paperback,354,2002,1962,,2021/01/30,,,read,,,,1,0
43945,Portnoy’s Complaint,Philip Roth,"Roth, Philip",,"=""""","=""""",0,3.70,Vintage,Paperback,274,1995,1969,,2021/01/30,,,read,,,,1,0
28922,An Artist of the Floating World,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225365""","=""9780571225361""",0,3.78,Faber and Faber,Paperback,206,2005,1986,,2021/01/30,,,read,,,,1,0
7331435,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307592839""","=""9780307592835""",0,3.70,Knopf,Hardcover,274,2010,2010,,2021/01/30,,,read,,,,1,0
13325079,Billy Lynn's Long Halftime Walk,Ben Fountain,"Fountain, Ben",,"=""0060885599""","=""9780060885595""",0,3.79,Ecco,Hardcover,307,2012,2012,,2021/01/30,,,read,,,,1,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",0,3.76,"Dover Publications, Incorporated",Paperback,129,1991,1759,,2021/01/30,,,read,,,,1,0
46227,"Ask the Dust (The Saga of Arturo Bandini, #3)",John Fante,"Fante, John",Charles Bukowski,"=""0060822554""","=""9780060822552""",0,4.10,Pyramid Books,Paperback,165,1960,1939,,2021/01/30,,,read,,,,1,0
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",0,3.74,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,,2021/01/30,,,read,,,,1,0
11991,The Fall (Vintage International),Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",0,4.03,Vintage Books,Paperback,147,1991,1956,,2021/01/30,,,read,,,,1,0
26073155,The Bricks that Built the Houses,Kae Tempest,"Tempest, Kae",,"=""1620409011""","=""9781620409015""",0,3.80,Bloomsbury USA,Hardcover,416,2016,2016,,2021/01/30,,,read,,,,1,0
28251002,The Nix,Nathan  Hill,"Hill, Nathan",,"=""110194661X""","=""9781101946619""",0,4.08,Knopf,Hardcover,625,2016,2016,2021/01/01,2021/01/29,,,read,,,,1,0
5895503,The Ego Tunnel: The Science of the Mind and the Myth of the Self,Thomas Metzinger,"Metzinger, Thomas",,"=""0465045677""","=""9780465045679""",0,4.10,Basic Books,Hardcover,288,2009,2009,,2021/01/29,,,read,,,,1,0
40895613,Cien años de soledad,Gabriel García Márquez,"Márquez, Gabriel García",,"=""8434602601""","=""9788434602601""",5,4.12,DIANA,Paperback Bunko,101,1977,1967,,2020/08/21,,,read,,,,1,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",5,3.87,Penguin,Paperback,368,1995,1955,,2020/08/22,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.98,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,2020/08/22,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.80,Back Bay Books,Paperback,277,2001,1951,,2020/08/22,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",5,3.93,Scribner,Paperback,180,1925,1925,,2020/08/22,,,read,,,,1,0
36613747,How to Change Your Mind: The New Science of Psychedelics,Michael Pollan,"Pollan, Michael",,"=""0241294223""","=""9780241294222""",0,4.27,ALLEN LANE,Hardcover,480,2018,2018,,2020/08/21,to-read,to-read (#26),to-read,,,,0,0
96647,Scar Tissue,Anthony Kiedis,"Kiedis, Anthony",Larry Sloman,"=""1401307450""","=""9781401307455""",0,4.10,Da Capo,Paperback,465,2005,2004,,2020/08/21,to-read,to-read (#25),to-read,,,,0,0
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,"Huxley, Aldous",,"=""0060595183""","=""9780060595180""",5,3.90,Harper Perennial Modern Classics,Paperback,187,2004,1956,,2020/08/21,,,read,,,,1,0
38501,Ham on Rye,Charles Bukowski,"Bukowski, Charles",,"=""006117758X""","=""9780061177583""",4,4.14,Ecco,Paperback,288,2007,1982,,2020/08/21,,,read,,,,1,0
429120,Of Mice and Men,Kevin Hinkle,"Hinkle, Kevin",John Steinbeck,"=""0582434696""","=""9780582434691""",5,4.22,Longman,Paperback,40,2001,,,2020/08/21,,,read,,,,1,0
9714,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Thomas Fahy,"Fahy, Thomas",,"=""0826414753""","=""9780826414755""",5,4.33,Continuum,Paperback,188,2003,2003,,2020/08/21,,,read,,,,1,0
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",5,4.30,Dial Press Trade Paperback,Paperback,448,2005,1982,,2020/08/21,,,read,,,,1,0
46945,Requiem for a Dream,Hubert Selby Jr.,"Jr., Hubert Selby","Darren Aronofsky, Richard Price","=""1560252480""","=""9781560252481""",0,4.11,Grand Central Publishing,Paperback,279,1999,1978,,2020/08/21,to-read,to-read (#24),to-read,,,,0,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""""","=""""",5,4.04,Penguin Books,Paperback,263,1987,1985,,2020/08/21,,,read,,,,1,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.10,Dial Press,Paperback,275,1999,1969,,2020/08/21,,,read,,,,1,0
36402034,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",5,4.09,Ballantine Books,ebook,258,2008,1968,,2020/08/21,,,read,,,,1,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.18,Roc,Paperback,297,2000,1968,,2020/08/21,to-read,to-read (#23),to-read,,,,0,0
7437,Naked Lunch: The Restored Text,William S. Burroughs,"Burroughs, William S.","James Grauerholz, Barry Miles","=""0802140181""","=""9780802140180""",0,3.46,Grove Press,Paperback,289,2004,1959,,2020/08/21,to-read,to-read (#22),to-read,,,,0,0
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",0,3.83,Random House Publishing Group,Paperback,192,2002,1898,,2020/08/21,to-read,to-read (#21),to-read,,,,0,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.21,Bantam Books,Hardcover,224,2004,1950,,2020/08/21,to-read,to-read (#20),to-read,,,,0,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",5,3.89,Signet Classics,Paperback,118,2002,1895,,2020/08/21,,,read,,,,1,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.25,Back Bay Books,Paperback,1088,2005,1996,,2020/08/21,to-read,to-read (#19),to-read,,,,0,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",0,3.98,Harcourt,Paperback,204,2002,1961,,2020/08/21,to-read,to-read (#18),to-read,,,,0,0
14817,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,"=""057507681X""","=""9780575076815""",0,4.03,Gollancz,Paperback,217,2006,1977,,2020/08/21,to-read,to-read (#17),to-read,,,,0,0
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",0,3.59,Vintage,Paperback,259,1992,1962,,2020/08/21,to-read,to-read (#16),to-read,,,,0,0
4983,Kurt Vonnegut's Cat's Cradle,Harold Bloom,"Bloom, Harold","Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris","=""0791071685""","=""9780791071687""",5,4.36,Chelsea House Publications,Paperback,258,2002,2002,,2020/08/21,,,read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.44,Penguin Books,Paperback,601,2002,1952,,2020/08/21,to-read,to-read (#15),to-read,,,,0,0
22590,Ubik,Philip K. Dick,"Dick, Philip K.",,"=""8498000831""","=""9788498000832""",5,4.11,La factoría de ideas,Paperback,288,2004,1969,,2020/08/21,,,read,,,,1,0
310612,A Confederacy of Dunces,John Kennedy Toole,"Toole, John Kennedy",Walker Percy,"=""0802130208""","=""9780802130204""",5,3.89,Grove Press,Paperback,394,1994,1980,,2020/08/21,,,read,,,,1,0
7745,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",5,4.06,Vintage Books,Paperback,204,1998,1971,,2020/08/21,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",4,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2020/08/21,,,read,,,,1,0
5517,A Raisin in the Sun,Lorraine Hansberry,"Hansberry, Lorraine",,"=""0375508333""","=""9780375508332""",4,3.85,Random House,Hardcover,162,2002,1959,,2020/08/21,,,read,,,,1,0
12898,Death of a Salesman,Arthur Miller,"Miller, Arthur",,"=""0435233076""","=""9780435233075""",0,3.59,Heinemann ed,Hardcover,144,1994,1949,,2020/08/21,to-read,to-read (#14),to-read,,,,0,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",0,4.21,Modern Library,Paperback,667,2003,1869,,2020/08/21,to-read,to-read (#13),to-read,,,,0,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",4,4.34,Knopf,Hardcover,435,2006,2006,,2020/08/21,,,read,,,,1,0
7588,A Portrait of the Artist as a Young Man,James Joyce,"Joyce, James",Seamus Deane,"=""0142437344""","=""9780142437346""",0,3.64,Penguin Classics,Paperback,329,2003,1916,,2020/08/21,to-read,to-read (#12),to-read,,,,0,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg","=""0521618746""","=""9780521618748""",0,4.03,Cambridge University Press,Paperback,289,2005,1601,,2020/08/21,to-read,to-read (#11),to-read,,,,0,0
37793,A Doll's House,Henrik Ibsen,"Ibsen, Henrik",,"=""1406914835""","=""9781406914832""",5,3.77,Hard Press,Paperback,122,2007,1879,,2020/08/21,,,read,,,,1,0
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""0099910101""","=""9780099910107""",0,3.82,Arrow Books,Paperback,293,2004,1929,,2020/08/21,to-read,to-read (#10),to-read,,,,0,0
12996,Othello,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine","=""""","=""""",5,3.89,Simon & Schuster,Mass Market Paperback,319,2003,1603,,2020/08/21,,,read,,,,1,0
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,"=""""","=""""",5,3.84,Grove,Paperback,109,2011,1951,,2020/08/21,,,read,,,,1,0
46164,Tender Is the Night,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Amor Towles,"=""""","=""""",0,3.77,Scribner,Paperback,430,1995,1934,,2020/08/21,to-read,to-read (#9),to-read,,,,0,0
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",0,3.80,Vintage Contemporaries,Paperback,399,1991,1991,,2020/08/21,to-read,to-read (#8),to-read,,,,0,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",5,3.75,Anchor Books,Paperback,215,1994,1958,,2020/08/21,,,read,,,,1,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",5,4.02,Vintage International,Paperback,308,1991,1947,,2020/08/21,,,read,,,,1,0
12220,A Streetcar Named Desire,Tennessee Williams,"Williams, Tennessee",,"=""0822210894""","=""9780822210894""",5,3.98,Dramatist's Play Service,Paperback,107,1998,1947,,2020/08/21,,,read,,,,1,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",5,4.15,Penguin,Paperback,306,1999,1963,,2020/08/21,,,read,,,,1,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",5,3.60,Penguin Books,Paperback,289,2019,2018,,2020/08/21,,,read,,,,1,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,4.13,Plume,Paperback,216,2005,1970,,2020/08/21,to-read,to-read (#6),to-read,,,,0,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""0571224385""","=""9780571224388""",5,4.11,Harper Perennial,Paperback,314,2009,1984,,2020/08/21,,,read,,,,0,0
6149,"Beloved (Beloved Trilogy, #1)",Toni Morrison,"Morrison, Toni",,"=""""","=""9781400033416""",0,3.98,Vintage,Paperback,325,2004,1987,,2020/08/21,to-read,to-read (#5),to-read,,,,0,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",0,3.43,Green Integer,Paperback,188,2003,1899,,2020/08/21,to-read,to-read (#4),to-read,,,,0,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",5,4.05,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2020/08/21,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",4,3.81,Scribner,Hardcover,96,1996,1952,,2020/08/21,,,read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",4,4.46,Riverhead Books,Hardcover,372,2007,2007,,2020/08/21,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",4,4.14,Random House: Modern Library,Paperback,272,2004,1890,,2020/08/21,,,read,,,,1,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte  Gordon,"=""0143131842""","=""9780143131847""",4,3.91,Penguin Publishing Group,Paperback,260,2018,1818,,2020/08/21,,,read,,,,0,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.96,Riverhead Books,Hardcover,336,2015,2015,,2020/08/21,to-read,to-read (#3),to-read,,,,0,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",0,4.16,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2020/08/21,to-read,to-read (#2),to-read,,,,0,0
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""1939126010""","=""9781939126016""",0,4.00,Zola Books,ebook,537,2013,2003,,2020/08/21,to-read,to-read (#1),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2020/08/21,,,read,,,,1,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",4,3.94,Seal Books,Paperback,460,2006,2001,,2020/08/21,,,read,,,,1,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",4,4.30,Houghton Mifflin,Paperback,366,2002,1937,,2020/08/21,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",5,3.70,Penguin Books ,Paperback,182,1999,1954,,2020/08/21,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",4,4.02,Signet Classics,Mass Market Paperback,141,1996,1945,,2020/08/21,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",4,4.20,Houghton Mifflin Harcourt,ebook,298,2013,1948,,2020/08/21,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",4,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2020/08/21,,,read,,,,1,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",4,4.22,Crown,Paperback,544,2004,2003,,2020/08/21,,,read,,,,1,0
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Ralph Leighton, Edward Hutchings, Bill Gates","=""0393355624""","=""9780393355628""",5,4.26,W. W. Norton & Company,Paperback,400,2018,1985,,2020/08/21,,,read,,,,1,0
